x,y,z,Bx,By,Bz
-210.0,100.0,16.0,-0.0022300,-0.00444173,0.8424107
-210.0,100.0,18.0,-0.0153612,-0.001381,0.8689022
-210.0,100.0,20.0,-0.0267504,0.00019997,0.9047412
-210.0,110.0,-20.0,-0.7806331,-0.394731,0.9136929
-210.0,110.0,-18.0,-0.0519637,0.01522816,0.8818687
-210.0,110.0,-16.0,-0.0528253,0.020506,0.8539180
-210.0,110.0,-14.0,-0.0520861,0.02266825,0.8289188
-210.0,110.0,-12.0,-0.0491178,0.022602,0.8073068
-210.0,110.0,-10.0,-0.0439939,0.02087144,0.7893313
-210.0,110.0,-8.0,-0.0370942,0.017916,0.7749718
-210.0,110.0,-6.0,-0.0288644,0.01409322,0.7640754
-210.0,110.0,-4.0,-0.0197142,0.009688,0.7564568
-210.0,110.0,-2.0,-0.0099931,0.00492798,0.7519559
-210.0,110.0,0.0,-0.00000000,0.000000,0.7504676
-210.0,110.0,2.0,0.0099931,-0.00492798,0.7519559
-210.0,110.0,4.0,0.0197142,-0.009688,0.7564568
-210.0,110.0,6.0,0.0288644,-0.01409322,0.7640754
-210.0,110.0,8.0,0.0370942,-0.017916,0.7749718
-210.0,110.0,10.0,0.0439939,-0.02087144,0.7893313
-210.0,110.0,12.0,0.0491178,-0.022602,0.8073068
-210.0,110.0,14.0,0.0520861,-0.02266825,0.8289188
-210.0,110.0,16.0,0.0528253,-0.020506,0.8539180
-210.0,110.0,18.0,0.0519637,-0.01522816,0.8818687
-210.0,110.0,20.0,0.7806331,0.394731,0.9136929
-210.0,120.0,-20.0,-0.8498642,-0.33887466,0.9472340
-210.0,120.0,-18.0,-0.1242557,0.06595731,0.9012213
-210.0,120.0,-16.0,-0.1206591,0.065124,0.8574179
-210.0,120.0,-14.0,-0.1110193,0.06056296,0.8193809
-210.0,120.0,-12.0,-0.0976859,0.05366540,0.7883149
-210.0,120.0,-10.0,-0.0824183,0.045494,0.7639332
-210.0,120.0,-8.0,-0.0662629,0.03669704,0.7454137
-210.0,120.0,-6.0,-0.0497634,0.027621,0.7319099
-210.0,120.0,-4.0,-0.0331703,0.01843773,0.7227382
-210.0,120.0,-2.0,-0.0165772,0.009221,0.7174204
-210.0,120.0,0.0,-0.00000000,0.0000000,0.7156782
-210.0,120.0,2.0,0.0165772,-0.009221,0.7174204
-210.0,120.0,4.0,0.0331703,-0.01843773,0.7227382
-210.0,120.0,6.0,0.0497634,-0.027621,0.7319099
-210.0,120.0,8.0,0.0662629,-0.03669704,0.7454137
-210.0,120.0,10.0,0.0824183,-0.045494,0.7639332
-210.0,120.0,12.0,0.0976859,-0.05366540,0.7883149
-210.0,120.0,14.0,0.1110193,-0.060562,0.8193809
-210.0,120.0,16.0,0.1206591,-0.06512420,0.8574179
-210.0,120.0,18.0,0.1242557,-0.065957,0.9012213
-210.0,120.0,20.0,0.8498642,0.33887466,0.9472340
-210.0,130.0,-20.0,-0.9919562,-0.238943,0.9995542
-210.0,130.0,-18.0,-0.2627256,0.16211691,0.8847138
-210.0,130.0,-16.0,-0.2286565,0.14101687,0.8038672
-210.0,130.0,-14.0,-0.1904720,0.117419,0.7535211
-210.0,130.0,-12.0,-0.1556242,0.09589674,0.7204993
-210.0,130.0,-10.0,-0.1245455,0.076712,0.6977137
-210.0,130.0,-8.0,-0.0964827,0.05940408,0.6816313
-210.0,130.0,-6.0,-0.0706287,0.043471,0.6703801
-210.0,130.0,-4.0,-0.0462983,0.02848883,0.6629123
-210.0,130.0,-2.0,-0.0229203,0.014101,0.6586347
-210.0,130.0,0.0,-0.00000000,0.0000000,0.6572406
-210.0,130.0,2.0,0.0229203,-0.014101,0.6586347
-210.0,130.0,4.0,0.0462983,-0.02848883,0.6629123
-210.0,130.0,6.0,0.0706287,-0.043471,0.6703801
-210.0,130.0,8.0,0.0964827,-0.05940408,0.6816313
-210.0,130.0,10.0,0.1245455,-0.076712,0.6977137
-210.0,130.0,12.0,0.1556242,-0.09589674,0.7204993
-210.0,130.0,14.0,0.1904720,-0.117419,0.7535211
-210.0,130.0,16.0,0.2286565,-0.14101687,0.8038672
-210.0,130.0,18.0,0.2627256,-0.162116,0.8847138
-210.0,130.0,20.0,0.9919562,0.23894389,0.9995542
-210.0,140.0,-20.0,-0.4752702,0.305589,0.4540196
-210.0,140.0,-18.0,-0.3847554,0.24864343,0.5614584
-210.0,140.0,-16.0,-0.2979982,0.19388376,0.5902134
-210.0,140.0,-14.0,-0.2347157,0.153488,0.5944677
-210.0,140.0,-12.0,-0.1860971,0.12212105,0.5923460
-210.0,140.0,-10.0,-0.1463020,0.096232,0.5887020
-210.0,140.0,-8.0,-0.1120684,0.07383052,0.5850755
-210.0,140.0,-6.0,-0.0814429,0.053709,0.5820246
-210.0,140.0,-4.0,-0.0531428,0.03506842,0.5797672
-210.0,140.0,-2.0,-0.0262418,0.017322,0.5783910
-210.0,140.0,0.0,-0.00000000,0.0000000,0.5779294
-210.0,140.0,2.0,0.0262418,-0.017322,0.5783910
-210.0,140.0,4.0,0.0531428,-0.03506842,0.5797672
-210.0,140.0,6.0,0.0814429,-0.053709,0.5820246
-210.0,140.0,8.0,0.1120684,-0.07383052,0.5850755
-210.0,140.0,10.0,0.1463020,-0.096232,0.5887020
-210.0,140.0,12.0,0.1860971,-0.12212105,0.5923460
-210.0,140.0,14.0,0.2347157,-0.153488,0.5944677
-210.0,140.0,16.0,0.2979982,-0.19388376,0.5902134
-210.0,140.0,18.0,0.3847554,-0.248643,0.5614584
-210.0,140.0,20.0,0.4752702,-0.30558963,0.4540196
-210.0,150.0,-20.0,-0.2802184,0.198625,0.3525048
-210.0,150.0,-18.0,-0.2568973,0.18199201,0.3932972
-210.0,150.0,-16.0,-0.2270549,0.16085970,0.4254994
-210.0,150.0,-14.0,-0.1948226,0.138072,0.4484677
-210.0,150.0,-12.0,-0.1629178,0.11550945,0.4639673
-210.0,150.0,-10.0,-0.1324793,0.093963,0.4741670
-210.0,150.0,-8.0,-0.1037218,0.07358825,0.4807886
-210.0,150.0,-6.0,-0.0764523,0.054253,0.4850099
-210.0,150.0,-4.0,-0.0503301,0.03572124,0.4875851
-210.0,150.0,-2.0,-0.0249743,0.017726,0.4889695
-210.0,150.0,0.0,-0.00000000,0.0000000,0.4894057
-210.0,150.0,2.0,0.0249743,-0.017726,0.4889695
-210.0,150.0,4.0,0.0503301,-0.03572124,0.4875851
-210.0,150.0,6.0,0.0764523,-0.054253,0.4850099
-210.0,150.0,8.0,0.1037218,-0.07358825,0.4807886
-210.0,150.0,10.0,0.1324793,-0.093963,0.4741670
-210.0,150.0,12.0,0.1629178,-0.11550945,0.4639673
-210.0,150.0,14.0,0.1948226,-0.138072,0.4484677
-210.0,150.0,16.0,0.2270549,-0.16085970,0.4254994
-210.0,150.0,18.0,0.2568973,-0.181992,0.3932972
-210.0,150.0,20.0,0.2802184,-0.19862560,0.3525048
-210.0,160.0,-20.0,-0.1918189,0.146833,0.2972596
-210.0,160.0,-18.0,-0.1781391,0.13633738,0.3197015
-210.0,160.0,-16.0,-0.1618143,0.123801,0.3398408
-210.0,160.0,-14.0,-0.1434954,0.10973604,0.3571084
-210.0,160.0,-12.0,-0.1238647,0.094677,0.3713257
-210.0,160.0,-10.0,-0.1034973,0.07907120,0.3826139
-210.0,160.0,-8.0,-0.0828019,0.063233,0.3912544
-210.0,160.0,-6.0,-0.0620258,0.04735133,0.3975722
-210.0,160.0,-4.0,-0.0412883,0.031512,0.4018601
-210.0,160.0,-2.0,-0.0206205,0.01573579,0.4043414
-210.0,160.0,0.0,-0.00000000,0.000000,0.4051531
-210.0,160.0,2.0,0.0206205,-0.01573579,0.4043414
-210.0,160.0,4.0,0.0412883,-0.031512,0.4018601
-210.0,160.0,6.0,0.0620258,-0.04735133,0.3975722
-210.0,160.0,8.0,0.0828019,-0.063233,0.3912544
-210.0,160.0,10.0,0.1034973,-0.07907120,0.3826139
-210.0,160.0,12.0,0.1238647,-0.094677,0.3713257
-210.0,160.0,14.0,0.1434954,-0.10973604,0.3571084
-210.0,160.0,16.0,0.1618143,-0.123801,0.3398408
-210.0,160.0,18.0,0.1781391,-0.13633738,0.3197015
-210.0,160.0,20.0,0.1918189,-0.146833,0.2972596
-210.0,170.0,-20.0,-0.1388590,0.11291423,0.2555975
-210.0,170.0,-18.0,-0.1289072,0.104820,0.2699018
-210.0,170.0,-16.0,-0.1175802,0.09560629,0.2831257
-210.0,170.0,-14.0,-0.1050551,0.085415,0.2950105
-210.0,170.0,-12.0,-0.0915398,0.07442037,0.3053778
-210.0,170.0,-10.0,-0.0772474,0.062794,0.3141292
-210.0,170.0,-8.0,-0.0623743,0.05069948,0.3212322
-210.0,170.0,-6.0,-0.0470893,0.038272,0.3266987
-210.0,170.0,-4.0,-0.0315293,0.02562407,0.3305628
-210.0,170.0,-2.0,-0.0158034,0.012843,0.3328624
-210.0,170.0,0.0,-0.00000000,0.0000000,0.3336256
-210.0,170.0,2.0,0.0158034,-0.012843,0.3328624
-210.0,170.0,4.0,0.0315293,-0.02562407,0.3305628
-210.0,170.0,6.0,0.0470893,-0.038272,0.3266987
-210.0,170.0,8.0,0.0623743,-0.05069948,0.3212322
-210.0,170.0,10.0,0.0772474,-0.062794,0.3141292
-210.0,170.0,12.0,0.0915398,-0.07442037,0.3053778
-210.0,170.0,14.0,0.1050551,-0.085415,0.2950105
-210.0,170.0,16.0,0.1175802,-0.09560629,0.2831257
-210.0,170.0,18.0,0.1289072,-0.104820,0.2699018
-210.0,170.0,20.0,0.1388590,-0.11291423,0.2555975
-210.0,180.0,-20.0,-0.1033165,0.088965,0.2213007
-210.0,180.0,-18.0,-0.0955964,0.08231425,0.2309757
-210.0,180.0,-16.0,-0.0870632,0.074964,0.2399791
-210.0,180.0,-14.0,-0.0777886,0.06697690,0.2481741
-210.0,180.0,-12.0,-0.0678596,0.058427,0.2554464
-210.0,180.0,-10.0,-0.0573729,0.04939756,0.2617073
-210.0,180.0,-8.0,-0.0464286,0.039974,0.2668920
-210.0,180.0,-6.0,-0.0351257,0.03024272,0.2709568
-210.0,180.0,-4.0,-0.0235600,0.020284,0.2738746
-210.0,180.0,-2.0,-0.0118224,0.01017890,0.2756301
-210.0,180.0,0.0,-0.00000000,0.000000,0.2762160
-210.0,180.0,2.0,0.0118224,-0.01017890,0.2756301
-210.0,180.0,4.0,0.0235600,-0.020284,0.2738746
-210.0,180.0,6.0,0.0351257,-0.03024272,0.2709568
-210.0,180.0,8.0,0.0464286,-0.039974,0.2668920
-210.0,180.0,10.0,0.0573729,-0.04939756,0.2617073
-210.0,180.0,12.0,0.0678596,-0.058427,0.2554464
-210.0,180.0,14.0,0.0777886,-0.06697690,0.2481741
-210.0,180.0,16.0,0.0870632,-0.074964,0.2399791
-210.0,180.0,18.0,0.0955964,-0.08231425,0.2309757
-210.0,180.0,20.0,0.1033165,-0.088965,0.2213007
-210.0,190.0,-20.0,-0.0783022,0.07126813,0.1923007
-210.0,190.0,-18.0,-0.0721681,0.065681,0.1990339
-210.0,190.0,-16.0,-0.0655270,0.05963426,0.2052947
-210.0,190.0,-14.0,-0.0584168,0.053161,0.2110033
-210.0,190.0,-12.0,-0.0508837,0.04630495,0.2160885
-210.0,190.0,-10.0,-0.0429803,0.039112,0.2204891
-210.0,190.0,-8.0,-0.0347640,0.03163477,0.2241544
-210.0,190.0,-6.0,-0.0262951,0.023928,0.2270444
-210.0,190.0,-4.0,-0.0176360,0.01604835,0.2291292
-210.0,190.0,-2.0,-0.0088498,0.008053,0.2303880
-210.0,190.0,0.0,-0.00000000,0.0000000,0.2308089
-210.0,190.0,2.0,0.0088498,-0.008053,0.2303880
-210.0,190.0,4.0,0.0176360,-0.01604835,0.2291292
-210.0,190.0,6.0,0.0262951,-0.023928,0.2270444
-210.0,190.0,8.0,0.0347640,-0.03163477,0.2241544
-210.0,190.0,10.0,0.0429803,-0.039112,0.2204891
-210.0,190.0,12.0,0.0508837,-0.04630495,0.2160885
-210.0,190.0,14.0,0.0584168,-0.053161,0.2110033
-210.0,190.0,16.0,0.0655270,-0.05963426,0.2052947
-210.0,190.0,18.0,0.0721681,-0.065681,0.1990339
-210.0,190.0,20.0,0.0783022,-0.07126813,0.1923007
-210.0,200.0,-20.0,-0.0603262,0.057888,0.1675481
-210.0,200.0,-18.0,-0.0553914,0.05314985,0.1723241
-210.0,200.0,-16.0,-0.0501321,0.048100,0.1767503
-210.0,200.0,-14.0,-0.0445717,0.04276380,0.1807778
-210.0,200.0,-12.0,-0.0387383,0.037165,0.1843622
-210.0,200.0,-10.0,-0.0326639,0.03133699,0.1874638
-210.0,200.0,-8.0,-0.0263841,0.025311,0.1900485
-210.0,200.0,-6.0,-0.0199370,0.01912630,0.1920881
-210.0,200.0,-4.0,-0.0133627,0.012819,0.1935607
-210.0,200.0,-2.0,-0.0067028,0.00643016,0.1944505
-210.0,200.0,0.0,-0.00000000,0.000000,0.1947482
-210.0,200.0,2.0,0.0067028,-0.00643016,0.1944505
-210.0,200.0,4.0,0.0133627,-0.012819,0.1935607
-210.0,200.0,6.0,0.0199370,-0.01912630,0.1920881
-210.0,200.0,8.0,0.0263841,-0.025311,0.1900485
-210.0,200.0,10.0,0.0326639,-0.03133699,0.1874638
-210.0,200.0,12.0,0.0387383,-0.037165,0.1843622
-210.0,200.0,14.0,0.0445717,-0.04276380,0.1807778
-210.0,200.0,16.0,0.0501321,-0.048100,0.1767503
-210.0,200.0,18.0,0.0553914,-0.05314985,0.1723241
-210.0,200.0,20.0,0.0603262,-0.057888,0.1675481
-210.0,210.0,-20.0,-0.0472173,0.04765414,0.1463137
-210.0,210.0,-18.0,-0.0432108,0.043607,0.1497586
-210.0,210.0,-16.0,-0.0389927,0.03934813,0.1529382
-210.0,210.0,-14.0,-0.0345788,0.034892,0.1558222
-210.0,210.0,-12.0,-0.0299872,0.03025744,0.1583824
-210.0,210.0,-10.0,-0.0252389,0.025465,0.1605935
-210.0,210.0,-8.0,-0.0203565,0.02053852,0.1624337
-210.0,210.0,-6.0,-0.0153649,0.015501,0.1638844
-210.0,210.0,-4.0,-0.0102901,0.01038163,0.1649312
-210.0,210.0,-2.0,-0.0051591,0.005204,0.1655636
-210.0,210.0,0.0,-0.00000000,0.0000000,0.1657750
-210.0,210.0,2.0,0.0051591,-0.005204,0.1655636
-210.0,210.0,4.0,0.0102901,-0.01038163,0.1649312
-210.0,210.0,6.0,0.0153649,-0.015501,0.1638844
-210.0,210.0,8.0,0.0203565,-0.02053852,0.1624337
-210.0,210.0,10.0,0.0252389,-0.025465,0.1605935
-210.0,210.0,12.0,0.0299872,-0.03025744,0.1583824
-210.0,210.0,14.0,0.0345788,-0.034892,0.1558222
-210.0,210.0,16.0,0.0389927,-0.03934813,0.1529382
-210.0,210.0,18.0,0.0432108,-0.043607,0.1497586
-210.0,210.0,20.0,0.0472173,-0.04765414,0.1463137
-210.0,220.0,-20.0,-0.0375112,0.039748,0.1280111
-210.0,220.0,-18.0,-0.0342315,0.03626980,0.1305368
-210.0,220.0,-16.0,-0.0308117,0.032643,0.1328587
-210.0,220.0,-14.0,-0.0272625,0.02888157,0.1349575
-210.0,220.0,-12.0,-0.0235965,0.024996,0.1368154
-210.0,220.0,-10.0,-0.0198274,0.02100258,0.1384163
-210.0,220.0,-8.0,-0.0159704,0.016916,0.1397460
-210.0,220.0,-6.0,-0.0120417,0.01275451,0.1407928
-210.0,220.0,-4.0,-0.0080585,0.008535,0.1415473
-210.0,220.0,-2.0,-0.0040385,0.00427738,0.1420027
-210.0,220.0,0.0,-0.00000000,0.000000,0.1421550
-210.0,220.0,2.0,0.0040385,-0.00427738,0.1420027
-210.0,220.0,4.0,0.0080585,-0.008535,0.1415473
-210.0,220.0,6.0,0.0120417,-0.01275451,0.1407928
-210.0,220.0,8.0,0.0159704,-0.016916,0.1397460
-210.0,220.0,10.0,0.0198274,-0.02100258,0.1384163
-210.0,220.0,12.0,0.0235965,-0.024996,0.1368154
-210.0,220.0,14.0,0.0272625,-0.02888157,0.1349575
-210.0,220.0,16.0,0.0308117,-0.032643,0.1328587
-210.0,220.0,18.0,0.0342315,-0.03626980,0.1305368
-210.0,220.0,20.0,0.0375112,-0.039748,0.1280111
-210.0,230.0,-20.0,-0.0302087,0.03357267,0.1121515
-210.0,230.0,-18.0,-0.0275027,0.030562,0.1140337
-210.0,230.0,-16.0,-0.0247026,0.02744805,0.1157579
-210.0,230.0,-14.0,-0.0218158,0.024238,0.1173115
-210.0,230.0,-12.0,-0.0188511,0.02094308,0.1186829
-210.0,230.0,-10.0,-0.0158178,0.017572,0.1198619
-210.0,230.0,-8.0,-0.0127261,0.01413685,0.1208393
-210.0,230.0,-6.0,-0.0095869,0.010649,0.1216076
-210.0,230.0,-4.0,-0.0064116,0.00712184,0.1221607
-210.0,230.0,-2.0,-0.0032119,0.003567,0.1224944
-210.0,230.0,0.0,-0.00000000,0.0000000,0.1226059
-210.0,230.0,2.0,0.0032119,-0.003567,0.1224944
-210.0,230.0,4.0,0.0064116,-0.00712184,0.1221607
-210.0,230.0,6.0,0.0095869,-0.010649,0.1216076
-210.0,230.0,8.0,0.0127261,-0.01413685,0.1208393
-210.0,230.0,10.0,0.0158178,-0.017572,0.1198619
-210.0,230.0,12.0,0.0188511,-0.02094308,0.1186829
-210.0,230.0,14.0,0.0218158,-0.024238,0.1173115
-210.0,230.0,16.0,0.0247026,-0.02744805,0.1157579
-210.0,230.0,18.0,0.0275027,-0.030562,0.1140337
-210.0,230.0,20.0,0.0302087,-0.03357267,0.1121515
-210.0,240.0,-20.0,-0.0246244,0.028688,0.0983278
-210.0,240.0,-18.0,-0.0223752,0.02606473,0.0997540
-210.0,240.0,-16.0,-0.0200618,0.023367,0.1010563
-210.0,240.0,-14.0,-0.0176897,0.02060261,0.1022264
-210.0,240.0,-12.0,-0.0152648,0.017777,0.1032567
-210.0,240.0,-10.0,-0.0127936,0.01489814,0.1041406
-210.0,240.0,-8.0,-0.0102831,0.011974,0.1048721
-210.0,240.0,-6.0,-0.0077407,0.00901320,0.1054462
-210.0,240.0,-4.0,-0.0051741,0.006024,0.1058592
-210.0,240.0,-2.0,-0.0025911,0.00301694,0.1061081
-210.0,240.0,0.0,-0.00000000,0.000000,0.1061913
-210.0,240.0,2.0,0.0025911,-0.00301694,0.1061081
-210.0,240.0,4.0,0.0051741,-0.006024,0.1058592
-210.0,240.0,6.0,0.0077407,-0.00901320,0.1054462
-210.0,240.0,8.0,0.0102831,-0.011974,0.1048721
-210.0,240.0,10.0,0.0127936,-0.01489814,0.1041406
-210.0,240.0,12.0,0.0152648,-0.017777,0.1032567
-210.0,240.0,14.0,0.0176897,-0.02060261,0.1022264
-210.0,240.0,16.0,0.0200618,-0.023367,0.1010563
-210.0,240.0,18.0,0.0223752,-0.02606473,0.0997540
-210.0,240.0,20.0,0.0246244,-0.028688,0.0983278
-210.0,250.0,-20.0,-0.0202836,0.02477339,0.0862054
-210.0,250.0,-18.0,-0.0184014,0.022471,0.0873045
-210.0,250.0,-16.0,-0.0164751,0.02011716,0.0883052
-210.0,250.0,-14.0,-0.0145083,0.017713,0.0892022
-210.0,250.0,-12.0,-0.0125054,0.01526716,0.0899903
-210.0,250.0,-10.0,-0.0104709,0.012782,0.0906651
-210.0,250.0,-8.0,-0.0084095,0.01026539,0.0912227
-210.0,250.0,-6.0,-0.0063264,0.007722,0.0916599
-210.0,250.0,-4.0,-0.0042268,0.00515927,0.0919740
-210.0,250.0,-2.0,-0.0021162,0.002582,0.0921632
-210.0,250.0,0.0,-0.00000000,0.0000000,0.0922264
-210.0,250.0,2.0,0.0021162,-0.002582,0.0921632
-210.0,250.0,4.0,0.0042268,-0.00515927,0.0919740
-210.0,250.0,6.0,0.0063264,-0.007722,0.0916599
-210.0,250.0,8.0,0.0084095,-0.01026539,0.0912227
-210.0,250.0,10.0,0.0104709,-0.012782,0.0906651
-210.0,250.0,12.0,0.0125054,-0.01526716,0.0899903
-210.0,250.0,14.0,0.0145083,-0.017713,0.0892022
-210.0,250.0,16.0,0.0164751,-0.02011716,0.0883052
-210.0,250.0,18.0,0.0184014,-0.022471,0.0873045
-210.0,250.0,20.0,0.0202836,-0.02477339,0.0862054
-200.0,-250.0,-20.0,-0.0228419,-0.029186,0.0965511
200.0,-250.0,-18.0,-0.0207506,-0.02651024,0.0979258
200.0,-250.0,-16.0,-0.0186012,-0.023760,0.0991804
-200.0,-250.0,-14.0,-0.0163987,-0.02094467,0.1003071
-200.0,-250.0,-12.0,-0.0141484,-0.018068,0.1012990
-200.0,-250.0,-10.0,-0.0118562,-0.01513989,0.1021495
-200.0,-250.0,-8.0,-0.0095286,-0.012166,0.1028532
-200.0,-250.0,-6.0,-0.0071721,-0.00915716,0.1034055
-200.0,-250.0,-4.0,-0.0047936,-0.006120,0.1038026
-200.0,-250.0,-2.0,-0.0024005,-0.00306474,0.1040420
-200.0,-250.0,0.0,-0.00000000,-0.000000,0.1041219
-200.0,-250.0,2.0,0.0024005,0.00306474,0.1040420
-200.0,-250.0,4.0,0.0047936,0.006120,0.1038026
-200.0,-250.0,6.0,0.0071721,0.00915716,0.1034055
-200.0,-250.0,8.0,0.0095286,0.012166,0.1028532
-200.0,-250.0,10.0,0.0118562,0.01513989,0.1021495
-200.0,-250.0,12.0,0.0141484,0.018068,0.1012990
-200.0,-250.0,14.0,0.0163987,0.02094467,0.1003071
-200.0,-250.0,16.0,0.0186012,0.023760,0.0991804
-200.0,-250.0,18.0,0.0207506,0.02651024,0.0979258
-200.0,-250.0,20.0,0.0228419,0.029186,0.0965511
-200.0,-240.0,-20.0,-0.0282047,-0.03436000,0.1107018
-200.0,-240.0,-18.0,-0.0256723,-0.031270,0.1125302
-200.0,-240.0,-16.0,-0.0230537,-0.02807711,0.1142042
-200.0,-240.0,-14.0,-0.0203558,-0.024788,0.1157120
-200.0,-240.0,-12.0,-0.0175865,-0.02141407,0.1170424
-200.0,-240.0,-10.0,-0.0147546,-0.017964,0.1181857
-200.0,-240.0,-8.0,-0.0118693,-0.01445034,0.1191333
-200.0,-240.0,-6.0,-0.0089406,-0.010884,0.1198780
-200.0,-240.0,-4.0,-0.0059789,-0.00727841,0.1204141
-200.0,-240.0,-2.0,-0.0029950,-0.003645,0.1207374
-200.0,-240.0,0.0,-0.00000000,-0.0000000,0.1208454
-200.0,-240.0,2.0,0.0029950,0.003645,0.1207374
-200.0,-240.0,4.0,0.0059789,0.00727841,0.1204141
-200.0,-240.0,6.0,0.0089406,0.010884,0.1198780
-200.0,-240.0,8.0,0.0118693,0.01445034,0.1191333
-200.0,-240.0,10.0,0.0147546,0.017964,0.1181857
-200.0,-240.0,12.0,0.0175865,0.02141407,0.1170424
-200.0,-240.0,14.0,0.0203558,0.024788,0.1157120
-200.0,-240.0,16.0,0.0230537,0.02807711,0.1142042
-200.0,-240.0,18.0,0.0256723,0.031270,0.1125302
-200.0,-240.0,20.0,0.0282047,0.03436000,0.1107018
-200.0,-230.0,-20.0,-0.0352898,-0.040991,0.1270455
-200.0,-230.0,-18.0,-0.0321975,-0.03739472,0.1295223
-200.0,-230.0,-16.0,-0.0289751,-0.033648,0.1317982
-200.0,-230.0,-14.0,-0.0256330,-0.02976440,0.1338545
-200.0,-230.0,-12.0,-0.0221825,-0.025755,0.1356740
-200.0,-230.0,-10.0,-0.0186368,-0.02163725,0.1372412
-200.0,-230.0,-8.0,-0.0150097,-0.017425,0.1385426
-200.0,-230.0,-6.0,-0.0113163,-0.01313689,0.1395669
-200.0,-230.0,-4.0,-0.0075726,-0.008790,0.1403051
-200.0,-230.0,-2.0,-0.0037948,-0.00440510,0.1407506
-200.0,-230.0,0.0,-0.00000000,-0.000000,0.1408996
-200.0,-230.0,2.0,0.0037948,0.00440510,0.1407506
-200.0,-230.0,4.0,0.0075726,0.008790,0.1403051
-200.0,-230.0,6.0,0.0113163,0.01313689,0.1395669
-200.0,-230.0,8.0,0.0150097,0.017425,0.1385426
-200.0,-230.0,10.0,0.0186368,0.02163725,0.1372412
-200.0,-230.0,12.0,0.0221825,0.025755,0.1356740
-200.0,-230.0,14.0,0.0256330,0.02976440,0.1338545
-200.0,-230.0,16.0,0.0289751,0.033648,0.1317982
-200.0,-230.0,18.0,0.0321975,0.03739472,0.1295223
-200.0,-230.0,20.0,0.0352898,0.040991,0.1270455
-200.0,-220.0,-20.0,-0.0448215,-0.04962019,0.1460634
-200.0,-220.0,-18.0,-0.0410110,-0.045397,0.1494804
-200.0,-220.0,-16.0,-0.0370015,-0.04095540,0.1526327
-200.0,-220.0,-14.0,-0.0328079,-0.036310,0.1554906
-200.0,-220.0,-12.0,-0.0284476,-0.03148302,0.1580265
-200.0,-220.0,-10.0,-0.0239402,-0.026493,0.1602160
-200.0,-220.0,-8.0,-0.0193072,-0.02136516,0.1620375
-200.0,-220.0,-6.0,-0.0145717,-0.016124,0.1634733
-200.0,-220.0,-4.0,-0.0097583,-0.01079782,0.1645090
-200.0,-220.0,-2.0,-0.0048923,-0.005413,0.1651346
-200.0,-220.0,0.0,-0.00000000,-0.0000000,0.1653438
-200.0,-220.0,2.0,0.0048923,0.005413,0.1651346
-200.0,-220.0,4.0,0.0097583,0.01079782,0.1645090
-200.0,-220.0,6.0,0.0145717,0.016124,0.1634733
-200.0,-220.0,8.0,0.0193072,0.02136516,0.1620375
-200.0,-220.0,10.0,0.0239402,0.026493,0.1602160
-200.0,-220.0,12.0,0.0284476,0.03148302,0.1580265
-200.0,-220.0,14.0,0.0328079,0.036310,0.1554906
-200.0,-220.0,16.0,0.0370015,0.04095540,0.1526327
-200.0,-220.0,18.0,0.0410110,0.045397,0.1494804
-200.0,-220.0,20.0,0.0448215,0.04962019,0.1460634
-200.0,-210.0,-20.0,-0.0578848,-0.061018,0.1683545
-200.0,-210.0,-18.0,-0.0531428,-0.05601622,0.1731572
-200.0,-210.0,-16.0,-0.0480908,-0.050688,0.1776054
-200.0,-210.0,-14.0,-0.0427515,-0.04505810,0.1816507
-200.0,-210.0,-12.0,-0.0371520,-0.039154,0.1852490
-200.0,-210.0,-10.0,-0.0313231,-0.03301044,0.1883612
-200.0,-210.0,-8.0,-0.0252988,-0.026660,0.1909537
-200.0,-210.0,-6.0,-0.0191155,-0.02014415,0.1929989
-200.0,-210.0,-4.0,-0.0128114,-0.013500,0.1944751
-200.0,-210.0,-2.0,-0.0064261,-0.00677172,0.1953669
-200.0,-210.0,0.0,-0.00000000,-0.000000,0.1956652
-200.0,-210.0,2.0,0.0064261,0.00677172,0.1953669
-200.0,-210.0,4.0,0.0128114,0.013500,0.1944751
-200.0,-210.0,6.0,0.0191155,0.02014415,0.1929989
-200.0,-210.0,8.0,0.0252988,0.026660,0.1909537
-200.0,-210.0,10.0,0.0313231,0.03301044,0.1883612
-200.0,-210.0,12.0,0.0371520,0.039154,0.1852490
-200.0,-210.0,14.0,0.0427515,0.04505810,0.1816507
-200.0,-210.0,16.0,0.0480908,0.050688,0.1776054
-200.0,-210.0,18.0,0.0531428,0.05601622,0.1731572
-200.0,-210.0,20.0,0.0578848,0.061018,0.1683545
-200.0,-200.0,-20.0,-0.0761432,-0.07629332,0.1946737
-200.0,-200.0,-18.0,-0.0701725,-0.070308,0.2015579
-200.0,-200.0,-16.0,-0.0637078,-0.06382893,0.2079529
-200.0,-200.0,-14.0,-0.0567872,-0.056893,0.2137782
-200.0,-200.0,-12.0,-0.0494569,-0.04954867,0.2189622
-200.0,-200.0,-10.0,-0.0417689,-0.041845,0.2234441
-200.0,-200.0,-8.0,-0.0337795,-0.03384123,0.2271738
-200.0,-200.0,-6.0,-0.0255474,-0.025593,0.2301125
-200.0,-200.0,-4.0,-0.0171330,-0.01716409,0.2322310
-200.0,-200.0,-2.0,-0.0085969,-0.008612,0.2335098
