x,y,z,Bx,By,Bz
-20.0,80.0,-20.0,-0.5969349,-0.044766,0.7456332
-20.0,80.0,-18.0,-0.0013686,0.00752928,0.7645015
-20.0,80.0,-16.0,-0.0007643,0.005928,0.7690999
-20.0,80.0,-14.0,-0.0004195,0.00474249,0.7712746
-20.0,80.0,-12.0,-0.0002286,0.003803,0.7725470
-20.0,80.0,-10.0,-0.0001215,0.00301496,0.7733471
-20.0,80.0,-8.0,-0.0000612,0.002322,0.7738618
-20.0,80.0,-6.0,-0.0000281,0.00169490,0.7741913
-20.0,80.0,-4.0,-0.0000112,0.001108,0.7743941
-20.0,80.0,-2.0,-0.00000000,0.00054842,0.7745038
-20.0,80.0,0.0,-0.00000000,0.000000,0.7745386
-20.0,80.0,2.0,0.00000000,-0.00054842,0.7745038
-20.0,80.0,4.0,0.0000112,-0.001108,0.7743941
-20.0,80.0,6.0,0.0000281,-0.00169490,0.7741913
-20.0,80.0,8.0,0.0000612,-0.002322,0.7738618
-20.0,80.0,10.0,0.0001215,-0.00301496,0.7733471
-20.0,80.0,12.0,0.0002286,-0.003803,0.7725470
-20.0,80.0,14.0,0.0004195,-0.00474249,0.7712746
-20.0,80.0,16.0,0.0007643,-0.005928,0.7690999
-20.0,80.0,18.0,0.0013686,-0.00752928,0.7645015
-20.0,80.0,20.0,0.5969349,0.044766,0.7456332
-20.0,90.0,-20.0,-0.5939235,-0.04847004,0.7767538
-20.0,90.0,-18.0,0.0019932,-0.001954,0.7745622
-20.0,90.0,-16.0,0.0012960,-0.00100283,0.7734236
-20.0,90.0,-14.0,0.0008454,-0.000305,0.7729240
-20.0,90.0,-12.0,0.0005660,0.00014179,0.7727494
-20.0,90.0,-10.0,0.0003881,0.000380,0.7727218
-20.0,90.0,-8.0,0.0002678,0.00046082,0.7727511
-20.0,90.0,-6.0,0.0001805,0.000429,0.7727948
-20.0,90.0,-4.0,0.0001120,0.00032309,0.7728335
-20.0,90.0,-2.0,0.0000537,0.000172,0.7728589
-20.0,90.0,0.0,-0.00000000,0.0000000,0.7728677
-20.0,90.0,2.0,-0.0000537,-0.000172,0.7728589
-20.0,90.0,4.0,-0.0001120,-0.00032309,0.7728335
-20.0,90.0,6.0,-0.0001805,-0.000429,0.7727948
-20.0,90.0,8.0,-0.0002678,-0.00046082,0.7727511
-20.0,90.0,10.0,-0.0003881,-0.000380,0.7727218
-20.0,90.0,12.0,-0.0005660,-0.00014179,0.7727494
-20.0,90.0,14.0,-0.0008454,0.000305,0.7729240
-20.0,90.0,16.0,-0.0012960,0.00100283,0.7734236
-20.0,90.0,18.0,-0.0019932,0.001954,0.7745622
-20.0,90.0,20.0,0.5939235,0.04847004,0.7767538
-20.0,100.0,-20.0,-0.5934965,-0.042388,0.7780953
-20.0,100.0,-18.0,0.0019155,0.00243377,0.7757366
-20.0,100.0,-16.0,0.0010033,0.001981,0.7744043
-20.0,100.0,-14.0,0.0005361,0.00161526,0.7735757
-20.0,100.0,-12.0,0.0003083,0.001307,0.7730199
-20.0,100.0,-10.0,0.0001934,0.00104089,0.7726428
-20.0,100.0,-8.0,0.0001294,0.000803,0.7723915
-20.0,100.0,-6.0,0.0000878,0.00058632,0.7722295
-20.0,100.0,-4.0,0.0000555,0.000383,0.7721308
-20.0,100.0,-2.0,0.0000271,0.00018969,0.7720782
-20.0,100.0,0.0,-0.00000000,0.000000,0.7720617
-20.0,100.0,2.0,-0.0000271,-0.00018969,0.7720782
-20.0,100.0,4.0,-0.0000555,-0.000383,0.7721308
-20.0,100.0,6.0,-0.0000878,-0.00058632,0.7722295
-20.0,100.0,8.0,-0.0001294,-0.000803,0.7723915
-20.0,100.0,10.0,-0.0001934,-0.00104089,0.7726428
-20.0,100.0,12.0,-0.0003083,-0.001307,0.7730199
-20.0,100.0,14.0,-0.0005361,-0.00161526,0.7735757
-20.0,100.0,16.0,-0.0010033,-0.001981,0.7744043
-20.0,100.0,18.0,-0.0019155,-0.00243377,0.7757366
-20.0,100.0,20.0,0.5934965,0.042388,0.7780953
-20.0,110.0,-20.0,-0.5933636,-0.03595880,0.7699622
-20.0,110.0,-18.0,0.0013694,0.006326,0.7686747
-20.0,110.0,-16.0,0.0004905,0.00407915,0.7690117
-20.0,110.0,-14.0,0.0001921,0.002616,0.7695904
-20.0,110.0,-12.0,0.0000877,0.00169481,0.7700923
-20.0,110.0,-10.0,0.0000496,0.001109,0.7704693
-20.0,110.0,-8.0,0.0000340,0.00072701,0.7707365
-20.0,110.0,-6.0,0.0000252,0.000466,0.7709183
-20.0,110.0,-4.0,0.0000173,0.00027835,0.7710347
-20.0,110.0,-2.0,0.00000000,0.000130,0.7710994
-20.0,110.0,0.0,-0.00000000,0.0000000,0.7711202
-20.0,110.0,2.0,-0.00000000,-0.000130,0.7710994
-20.0,110.0,4.0,-0.0000173,-0.00027835,0.7710347
-20.0,110.0,6.0,-0.0000252,-0.000466,0.7709183
-20.0,110.0,8.0,-0.0000340,-0.00072701,0.7707365
-20.0,110.0,10.0,-0.0000496,-0.001109,0.7704693
-20.0,110.0,12.0,-0.0000877,-0.00169481,0.7700923
-20.0,110.0,14.0,-0.0001921,-0.002616,0.7695904
-20.0,110.0,16.0,-0.0004905,-0.00407915,0.7690117
-20.0,110.0,18.0,-0.0013694,-0.006326,0.7686747
-20.0,110.0,20.0,0.5933636,0.03595880,0.7699622
-20.0,120.0,-20.0,-0.6990153,-0.025257,0.7635793
-20.0,120.0,-18.0,0.0026014,-0.00725564,0.7658101
-20.0,120.0,-16.0,0.0012138,-0.004717,0.7679858
-20.0,120.0,-14.0,0.0006695,-0.00309419,0.7693051
-20.0,120.0,-12.0,0.0003978,-0.002071,0.7701141
-20.0,120.0,-10.0,0.0002461,-0.00140265,0.7706085
-20.0,120.0,-8.0,0.0001549,-0.000946,0.7709098
-20.0,120.0,-6.0,0.0000966,-0.00062057,0.7710916
-20.0,120.0,-4.0,0.0000564,-0.000375,0.7711976
-20.0,120.0,-2.0,0.0000260,-0.00017695,0.7712527
-20.0,120.0,0.0,-0.00000000,0.000000,0.7712698
-20.0,120.0,2.0,-0.0000260,0.00017695,0.7712527
-20.0,120.0,4.0,-0.0000564,0.000375,0.7711976
-20.0,120.0,6.0,-0.0000966,0.00062057,0.7710916
-20.0,120.0,8.0,-0.0001549,0.000946,0.7709098
-20.0,120.0,10.0,-0.0002461,0.00140265,0.7706085
-20.0,120.0,12.0,-0.0003978,0.002071,0.7701141
-20.0,120.0,14.0,-0.0006695,0.00309419,0.7693051
-20.0,120.0,16.0,-0.0012138,0.004717,0.7679858
-20.0,120.0,18.0,-0.0026014,0.00725564,0.7658101
-20.0,120.0,20.0,0.6990153,0.025257,0.7635793
-20.0,130.0,-20.0,-0.6952748,0.06981659,0.7695393
-20.0,130.0,-18.0,-0.0015641,-0.001654,0.7728610
-20.0,130.0,-16.0,-0.0006473,-0.00124761,0.7737136
-20.0,130.0,-14.0,-0.0003375,-0.000958,0.7735907
-20.0,130.0,-12.0,-0.0001959,-0.00072909,0.7732471
-20.0,130.0,-10.0,-0.0001215,-0.000544,0.7728960
-20.0,130.0,-8.0,-0.0000782,-0.00039589,0.7726019
-20.0,130.0,-6.0,-0.0000504,-0.000274,0.7723799
-20.0,130.0,-4.0,-0.0000304,-0.00017291,0.7722278
-20.0,130.0,-2.0,-0.0000144,-0.000083,0.7721398
-20.0,130.0,0.0,-0.00000000,0.0000000,0.7721111
-20.0,130.0,2.0,0.0000144,0.000083,0.7721398
-20.0,130.0,4.0,0.0000304,0.00017291,0.7722278
-20.0,130.0,6.0,0.0000504,0.000274,0.7723799
-20.0,130.0,8.0,0.0000782,0.00039589,0.7726019
-20.0,130.0,10.0,0.0001215,0.000544,0.7728960
-20.0,130.0,12.0,0.0001959,0.00072909,0.7732471
-20.0,130.0,14.0,0.0003375,0.000958,0.7735907
-20.0,130.0,16.0,0.0006473,0.00124761,0.7737136
-20.0,130.0,18.0,0.0015641,0.001654,0.7728610
-20.0,130.0,20.0,0.6952748,-0.06981659,0.7695393
-20.0,140.0,-20.0,-0.6948365,0.079127,0.7733491
-20.0,140.0,-18.0,-0.0043304,0.00501230,0.7717029
-20.0,140.0,-16.0,-0.0023001,0.003720,0.7717005
-20.0,140.0,-14.0,-0.0013452,0.00261899,0.7717891
-20.0,140.0,-12.0,-0.0008291,0.001789,0.7718488
-20.0,140.0,-10.0,-0.0005251,0.00119881,0.7718803
-20.0,140.0,-8.0,-0.0003355,0.000786,0.7718913
-20.0,140.0,-6.0,-0.0002110,0.00049851,0.7718903
-20.0,140.0,-4.0,-0.0001239,0.000292,0.7718843
-20.0,140.0,-2.0,-0.0000574,0.00013466,0.7718788
-20.0,140.0,0.0,-0.00000000,0.000000,0.7718766
-20.0,140.0,2.0,0.0000574,-0.00013466,0.7718788
-20.0,140.0,4.0,0.0001239,-0.000292,0.7718843
-20.0,140.0,6.0,0.0002110,-0.00049851,0.7718903
-20.0,140.0,8.0,0.0003355,-0.000786,0.7718913
-20.0,140.0,10.0,0.0005251,-0.00119881,0.7718803
-20.0,140.0,12.0,0.0008291,-0.001789,0.7718488
-20.0,140.0,14.0,0.0013452,-0.00261899,0.7717891
-20.0,140.0,16.0,0.0023001,-0.003720,0.7717005
-20.0,140.0,18.0,0.0043304,-0.00501230,0.7717029
-20.0,140.0,20.0,0.6948365,-0.079127,0.7733491
-20.0,150.0,-20.0,-0.7826102,0.11117253,0.7630348
-20.0,150.0,-18.0,-0.0040807,-0.005834,0.7637227
-20.0,150.0,-16.0,-0.0023351,-0.00273860,0.7666383
-20.0,150.0,-14.0,-0.0013443,-0.001477,0.7686042
-20.0,150.0,-12.0,-0.0007947,-0.00085405,0.7698162
-20.0,150.0,-10.0,-0.0004804,-0.000510,0.7705561
-20.0,150.0,-8.0,-0.0002937,-0.00030864,0.7710066
-20.0,150.0,-6.0,-0.0001778,-0.000184,0.7712781
-20.0,150.0,-4.0,-0.0001014,-0.00010347,0.7714360
-20.0,150.0,-2.0,-0.0000461,-0.000046,0.7715179
-20.0,150.0,0.0,-0.00000000,0.0000000,0.7715431
-20.0,150.0,2.0,0.0000461,0.000046,0.7715179
-20.0,150.0,4.0,0.0001014,0.00010347,0.7714360
-20.0,150.0,6.0,0.0001778,0.000184,0.7712781
-20.0,150.0,8.0,0.0002937,0.00030864,0.7710066
-20.0,150.0,10.0,0.0004804,0.000510,0.7705561
-20.0,150.0,12.0,0.0007947,0.00085405,0.7698162
-20.0,150.0,14.0,0.0013443,0.001477,0.7686042
-20.0,150.0,16.0,0.0023351,0.00273860,0.7666383
-20.0,150.0,18.0,0.0040807,0.005834,0.7637227
-20.0,150.0,20.0,0.7826102,-0.11117253,0.7630348
-20.0,160.0,-20.0,-0.7829543,0.121887,0.7800488
-20.0,160.0,-18.0,-0.0045937,-0.00281338,0.7768107
-20.0,160.0,-16.0,-0.0028817,-0.002032,0.7749170
-20.0,160.0,-14.0,-0.0017664,-0.00142451,0.7738110
-20.0,160.0,-12.0,-0.0010827,-0.000976,0.7731299
-20.0,160.0,-10.0,-0.0006672,-0.00065756,0.7726927
-20.0,160.0,-8.0,-0.0004114,-0.000433,0.7724070
-20.0,160.0,-6.0,-0.0002497,-0.00027564,0.7722217
-20.0,160.0,-4.0,-0.0001422,-0.000162,0.7721063
-20.0,160.0,-2.0,-0.0000645,-0.00007481,0.7720433
-20.0,160.0,0.0,-0.00000000,0.000000,0.7720233
-20.0,160.0,2.0,0.0000645,0.00007481,0.7720433
-20.0,160.0,4.0,0.0001422,0.000162,0.7721063
-20.0,160.0,6.0,0.0002497,0.00027564,0.7722217
-20.0,160.0,8.0,0.0004114,0.000433,0.7724070
-20.0,160.0,10.0,0.0006672,0.00065756,0.7726927
-20.0,160.0,12.0,0.0010827,0.000976,0.7731299
-20.0,160.0,14.0,0.0017664,0.00142451,0.7738110
-20.0,160.0,16.0,0.0028817,0.002032,0.7749170
-20.0,160.0,18.0,0.0045937,0.00281338,0.7768107
-20.0,160.0,20.0,0.7829543,-0.121887,0.7800488
-20.0,170.0,-20.0,-0.7829472,0.13162187,0.7785559
-20.0,170.0,-18.0,-0.0049821,0.004328,0.7754835
-20.0,170.0,-16.0,-0.0034401,0.00294501,0.7737727
-20.0,170.0,-14.0,-0.0023004,0.001940,0.7729056
-20.0,170.0,-12.0,-0.0015163,0.00125981,0.7724702
-20.0,170.0,-10.0,-0.0009921,0.000811,0.7722382
-20.0,170.0,-8.0,-0.0006426,0.00051839,0.7721028
-20.0,170.0,-6.0,-0.0004054,0.000323,0.7720179
-20.0,170.0,-4.0,-0.0002377,0.00018790,0.7719642
-20.0,170.0,-2.0,-0.0001098,0.000086,0.7719340
-20.0,170.0,0.0,-0.00000000,0.0000000,0.7719242
-20.0,170.0,2.0,0.0001098,-0.000086,0.7719340
-20.0,170.0,4.0,0.0002377,-0.00018790,0.7719642
-20.0,170.0,6.0,0.0004054,-0.000323,0.7720179
-20.0,170.0,8.0,0.0006426,-0.00051839,0.7721028
-20.0,170.0,10.0,0.0009921,-0.000811,0.7722382
-20.0,170.0,12.0,0.0015163,-0.00125981,0.7724702
-20.0,170.0,14.0,0.0023004,-0.001940,0.7729056
-20.0,170.0,16.0,0.0034401,-0.00294501,0.7737727
-20.0,170.0,18.0,0.0049821,-0.004328,0.7754835
-20.0,170.0,20.0,0.7829472,-0.13162187,0.7785559
-20.0,180.0,-20.0,-0.8646512,0.164664,0.7742220
-20.0,180.0,-18.0,-0.0038025,-0.00717160,0.7716437
-20.0,180.0,-16.0,-0.0029024,-0.003730,0.7715423
-20.0,180.0,-14.0,-0.0021024,-0.00201544,0.7716912
-20.0,180.0,-12.0,-0.0014809,-0.001096,0.7717779
-20.0,180.0,-10.0,-0.0010255,-0.00058233,0.7718021
-20.0,180.0,-8.0,-0.0006974,-0.000292,0.7717899
-20.0,180.0,-6.0,-0.0004582,-0.00013480,0.7717626
-20.0,180.0,-4.0,-0.0002771,-0.000054,0.7717345
-20.0,180.0,-2.0,-0.0001305,-0.00001735,0.7717146
-20.0,180.0,0.0,-0.00000000,0.000000,0.7717074
-20.0,180.0,2.0,0.0001305,0.00001735,0.7717146
-20.0,180.0,4.0,0.0002771,0.000054,0.7717345
-20.0,180.0,6.0,0.0004582,0.00013480,0.7717626
-20.0,180.0,8.0,0.0006974,0.000292,0.7717899
-20.0,180.0,10.0,0.0010255,0.00058233,0.7718021
-20.0,180.0,12.0,0.0014809,0.001096,0.7717779
-20.0,180.0,14.0,0.0021024,0.00201544,0.7716912
-20.0,180.0,16.0,0.0029024,0.003730,0.7715423
-20.0,180.0,18.0,0.0038025,0.00717160,0.7716437
-20.0,180.0,20.0,0.8646512,-0.164664,0.7742220
-20.0,190.0,-20.0,-0.8651228,0.17833809,0.7858825
-20.0,190.0,-18.0,-0.0040803,0.000455,0.7816357
-20.0,190.0,-16.0,-0.0031416,0.00061989,0.7784104
-20.0,190.0,-14.0,-0.0023446,0.000696,0.7760718
-20.0,190.0,-12.0,-0.0017107,0.00069311,0.7744331
-20.0,190.0,-10.0,-0.0012251,0.000630,0.7733131
-20.0,190.0,-8.0,-0.0008576,0.00052993,0.7725642
-20.0,190.0,-6.0,-0.0005767,0.000407,0.7720771
-20.0,190.0,-4.0,-0.0003547,0.00027475,0.7717765
-20.0,190.0,-2.0,-0.0001688,0.000137,0.7716139
-20.0,190.0,0.0,-0.00000000,0.0000000,0.7715625
-20.0,190.0,2.0,0.0001688,-0.000137,0.7716139
-20.0,190.0,4.0,0.0003547,-0.00027475,0.7717765
-20.0,190.0,6.0,0.0005767,-0.000407,0.7720771
-20.0,190.0,8.0,0.0008576,-0.00052993,0.7725642
-20.0,190.0,10.0,0.0012251,-0.000630,0.7733131
-20.0,190.0,12.0,0.0017107,-0.00069311,0.7744331
-20.0,190.0,14.0,0.0023446,-0.000696,0.7760718
-20.0,190.0,16.0,0.0031416,-0.00061989,0.7784104
-20.0,190.0,18.0,0.0040803,-0.000455,0.7816357
-20.0,190.0,20.0,0.8651228,-0.17833809,0.7858825
-20.0,200.0,-20.0,-0.8656211,0.193882,0.7787557
-20.0,200.0,-18.0,-0.0044254,0.01107826,0.7739547
-20.0,200.0,-16.0,-0.0033735,0.007257,0.7718029
-20.0,200.0,-14.0,-0.0025141,0.00469911,0.7708926
-20.0,200.0,-12.0,-0.0018397,0.003032,0.7705071
-20.0,200.0,-10.0,-0.0013218,0.00193686,0.7703674
-20.0,200.0,-8.0,-0.0009271,0.001212,0.7703483
-20.0,200.0,-6.0,-0.0006236,0.00073151,0.7703824
-20.0,200.0,-4.0,-0.0003833,0.000409,0.7704297
-20.0,200.0,-2.0,-0.0001822,0.00018202,0.7704665
-20.0,200.0,0.0,-0.00000000,0.000000,0.7704801
-20.0,200.0,2.0,0.0001822,-0.00018202,0.7704665
-20.0,200.0,4.0,0.0003833,-0.000409,0.7704297
-20.0,200.0,6.0,0.0006236,-0.00073151,0.7703824
-20.0,200.0,8.0,0.0009271,-0.001212,0.7703483
-20.0,200.0,10.0,0.0013218,-0.00193686,0.7703674
-20.0,200.0,12.0,0.0018397,-0.003032,0.7705071
-20.0,200.0,14.0,0.0025141,-0.00469911,0.7708926
-20.0,200.0,16.0,0.0033735,-0.007257,0.7718029
-20.0,200.0,18.0,0.0044254,-0.01107826,0.7739547
-20.0,200.0,20.0,0.8656211,-0.193882,0.7787557
-20.0,210.0,-20.0,-0.8719627,0.22429457,0.7653962
-20.0,210.0,-18.0,-0.0024488,-0.007351,0.7652054
-20.0,210.0,-16.0,-0.0019621,-0.00598212,0.7659811
-20.0,210.0,-14.0,-0.0015084,-0.004993,0.7671160
-20.0,210.0,-12.0,-0.0011202,-0.00420061,0.7682633
-20.0,210.0,-10.0,-0.0008080,-0.003477,0.7692723
-20.0,210.0,-8.0,-0.0005655,-0.00277278,0.7700892
-20.0,210.0,-6.0,-0.0003786,-0.002071,0.7707044
-20.0,210.0,-4.0,-0.0002317,-0.00137568,0.7711274
-20.0,210.0,-2.0,-0.0001098,-0.000685,0.7713731
-20.0,210.0,0.0,-0.00000000,0.0000000,0.7714535
-20.0,210.0,2.0,0.0001098,0.000685,0.7713731
-20.0,210.0,4.0,0.0002317,0.00137568,0.7711274
-20.0,210.0,6.0,0.0003786,0.002071,0.7707044
-20.0,210.0,8.0,0.0005655,0.00277278,0.7700892
-20.0,210.0,10.0,0.0008080,0.003477,0.7692723
-20.0,210.0,12.0,0.0011202,0.00420061,0.7682633
-20.0,210.0,14.0,0.0015084,0.004993,0.7671160
-20.0,210.0,16.0,0.0019621,0.00598212,0.7659811
-20.0,210.0,18.0,0.0024488,0.007351,0.7652054
-20.0,210.0,20.0,0.8719627,-0.22429457,0.7653962
-20.0,220.0,-20.0,-0.8702858,0.212200,0.7645416
-20.0,220.0,-18.0,-0.0007361,-0.02208492,0.7688195
-20.0,220.0,-16.0,-0.0004421,-0.020291,0.7729281
-20.0,220.0,-14.0,-0.0003031,-0.01699446,0.7758676
-20.0,220.0,-12.0,-0.0002462,-0.013279,0.7775014
-20.0,220.0,-10.0,-0.0002207,-0.00981528,0.7781216
-20.0,220.0,-8.0,-0.0001986,-0.006888,0.7781055
-20.0,220.0,-6.0,-0.0001667,-0.00455188,0.7777786
-20.0,220.0,-4.0,-0.0001213,-0.002726,0.7773838
-20.0,220.0,-2.0,-0.0000640,-0.00126830,0.7770847
-20.0,220.0,0.0,-0.00000000,0.000000,0.7769749
-20.0,220.0,2.0,0.0000640,0.00126830,0.7770847
-20.0,220.0,4.0,0.0001213,0.002726,0.7773838
-20.0,220.0,6.0,0.0001667,0.00455188,0.7777786
-20.0,220.0,8.0,0.0001986,0.006888,0.7781055
-20.0,220.0,10.0,0.0002207,0.00981528,0.7781216
-20.0,220.0,12.0,0.0002462,0.013279,0.7775014
-20.0,220.0,14.0,0.0003031,0.01699446,0.7758676
-20.0,220.0,16.0,0.0004421,0.020291,0.7729281
-20.0,220.0,18.0,0.0007361,0.02208492,0.7688195
-20.0,220.0,20.0,0.8702858,-0.212200,0.7645416
-20.0,230.0,-20.0,-0.6815659,0.26295610,0.9216983
-20.0,230.0,-18.0,0.0018955,-0.050392,0.8725001
-20.0,230.0,-16.0,0.0002551,-0.02581782,0.8449664
-20.0,230.0,-14.0,-0.0007369,-0.009601,0.8267070
-20.0,230.0,-12.0,-0.0012442,0.00022014,0.8125646
-20.0,230.0,-10.0,-0.0014201,0.005551,0.8010945
-20.0,230.0,-8.0,-0.0013654,0.00768593,0.7918682
-20.0,230.0,-6.0,-0.0011492,0.007546,0.7847481
-20.0,230.0,-4.0,-0.0008230,0.00584331,0.7796842
-20.0,230.0,-2.0,-0.0004280,0.003158,0.7766536
-20.0,230.0,0.0,-0.00000000,0.0000000,0.7756447
-20.0,230.0,2.0,0.0004280,-0.003158,0.7766536
-20.0,230.0,4.0,0.0008230,-0.00584331,0.7796842
-20.0,230.0,6.0,0.0011492,-0.007546,0.7847481
-20.0,230.0,8.0,0.0013654,-0.00768593,0.7918682
-20.0,230.0,10.0,0.0014201,-0.005551,0.8010945
-20.0,230.0,12.0,0.0012442,-0.00022014,0.8125646
-20.0,230.0,14.0,0.0007369,0.009601,0.8267070
-20.0,230.0,16.0,-0.0002551,0.02581782,0.8449664
-20.0,230.0,18.0,-0.0018955,0.050392,0.8725001
-20.0,230.0,20.0,0.6815659,-0.26295609,0.9216983
-20.0,240.0,-20.0,-0.6959288,0.454854,0.9604777
-20.0,240.0,-18.0,-0.0111134,0.12230208,0.9152110
-20.0,240.0,-16.0,-0.0107834,0.120031,0.8721457
-20.0,240.0,-14.0,-0.0099684,0.11175944,0.8342783
-20.0,240.0,-12.0,-0.0088279,0.099427,0.8028553
-20.0,240.0,-10.0,-0.0074947,0.08466732,0.7778494
-20.0,240.0,-8.0,-0.0060571,0.068566,0.7586591
-20.0,240.0,-6.0,-0.0045672,0.05177062,0.7445674
-20.0,240.0,-4.0,-0.0030528,0.034635,0.7349535
-20.0,240.0,-2.0,-0.0015282,0.01734614,0.7293648
-20.0,240.0,0.0,-0.00000000,0.000000,0.7275316
-20.0,240.0,2.0,0.0015282,-0.01734614,0.7293648
-20.0,240.0,4.0,0.0030528,-0.034635,0.7349535
-20.0,240.0,6.0,0.0045672,-0.05177062,0.7445674
-20.0,240.0,8.0,0.0060571,-0.068566,0.7586591
-20.0,240.0,10.0,0.0074947,-0.08466732,0.7778494
-20.0,240.0,12.0,0.0088279,-0.099427,0.8028553
-20.0,240.0,14.0,0.0099684,-0.11175944,0.8342783
-20.0,240.0,16.0,0.0107834,-0.120031,0.8721457
-20.0,240.0,18.0,0.0111134,-0.12230208,0.9152110
-20.0,240.0,20.0,0.6959288,-0.454854,0.9604777
-20.0,250.0,-20.0,-0.0599168,0.75604288,0.5145518
-20.0,250.0,-18.0,-0.0395170,0.496799,0.6663594
-20.0,250.0,-16.0,-0.0290433,0.36385470,0.6581074
-20.0,250.0,-14.0,-0.0225944,0.282217,0.6442597
-20.0,250.0,-12.0,-0.0178482,0.22236060,0.6322338
-20.0,250.0,-10.0,-0.0140149,0.17422648,0.6225096
-20.0,250.0,-8.0,-0.0107320,0.133180,0.6149070
-20.0,250.0,-6.0,-0.0077990,0.09665259,0.6092114
-20.0,250.0,-4.0,-0.0050893,0.063011,0.6052557
-20.0,250.0,-2.0,-0.0025132,0.03109910,0.6029260
-20.0,250.0,0.0,-0.00000000,0.000000,0.6021566
-20.0,250.0,2.0,0.0025132,-0.03109910,0.6029260
-20.0,250.0,4.0,0.0050893,-0.063011,0.6052557
-20.0,250.0,6.0,0.0077990,-0.09665259,0.6092114
-20.0,250.0,8.0,0.0107320,-0.133180,0.6149070
-20.0,250.0,10.0,0.0140149,-0.17422648,0.6225096
-20.0,250.0,12.0,0.0178482,-0.222360,0.6322338
-20.0,250.0,14.0,0.0225944,-0.28221705,0.6442597
-20.0,250.0,16.0,0.0290433,-0.363854,0.6581074
-20.0,250.0,18.0,0.0395170,-0.49679934,0.6663594
-20.0,250.0,20.0,0.0599168,-0.756042,0.5145518
-10.0,-250.0,-20.0,-0.1030155,-1.460557,0.8021855
10.0,-250.0,-18.0,-0.0269850,-0.47943583,0.7453875
10.0,-250.0,-16.0,-0.0181991,-0.351192,0.6991654
-10.0,-250.0,-14.0,-0.0134178,-0.27342321,0.6723651
-10.0,-250.0,-12.0,-0.0102180,-0.216098,0.6540461
-10.0,-250.0,-10.0,-0.0078240,-0.16971838,0.6407644
-10.0,-250.0,-8.0,-0.0058892,-0.129962,0.6309959
-10.0,-250.0,-6.0,-0.0042309,-0.09443613,0.6239444
-10.0,-250.0,-4.0,-0.0027408,-0.061618,0.6191584
-10.0,-250.0,-2.0,-0.0013480,-0.03042696,0.6163773
-10.0,-250.0,0.0,-0.00000000,-0.000000,0.6154646
-10.0,-250.0,2.0,0.0013480,0.03042696,0.6163773
-10.0,-250.0,4.0,0.0027408,0.061618,0.6191584
-10.0,-250.0,6.0,0.0042309,0.09443613,0.6239444
-10.0,-250.0,8.0,0.0058892,0.129962,0.6309959
-10.0,-250.0,10.0,0.0078240,0.16971838,0.6407644
-10.0,-250.0,12.0,0.0102180,0.216098,0.6540461
-10.0,-250.0,14.0,0.0134178,0.27342321,0.6723651
-10.0,-250.0,16.0,0.0181991,0.351192,0.6991654
-10.0,-250.0,18.0,0.0269850,0.47943583,0.7453875
-10.0,-250.0,20.0,0.1030155,1.460557,0.8021855
-10.0,-240.0,-20.0,0.5707182,-0.56503991,0.9475743
-10.0,-240.0,-18.0,-0.0007387,-0.105980,0.9074921
-10.0,-240.0,-16.0,-0.0019676,-0.10513727,0.8690719
-10.0,-240.0,-14.0,-0.0026418,-0.099083,0.8348430
-10.0,-240.0,-12.0,-0.0028556,-0.08916774,0.8060205
-10.0,-240.0,-10.0,-0.0027329,-0.076676,0.7827749
-10.0,-240.0,-8.0,-0.0023825,-0.06257947,0.7647378
-10.0,-240.0,-6.0,-0.0018858,-0.047524,0.7513804
-10.0,-240.0,-4.0,-0.0012990,-0.03192019,0.7422117
-10.0,-240.0,-2.0,-0.0006610,-0.016023,0.7368609
-10.0,-240.0,0.0,-0.00000000,-0.0000000,0.7351023
-10.0,-240.0,2.0,0.0006610,0.016023,0.7368609
-10.0,-240.0,4.0,0.0012990,0.03192019,0.7422117
-10.0,-240.0,6.0,0.0018858,0.047524,0.7513804
-10.0,-240.0,8.0,0.0023825,0.06257947,0.7647378
-10.0,-240.0,10.0,0.0027329,0.076676,0.7827749
-10.0,-240.0,12.0,0.0028556,0.08916774,0.8060205
-10.0,-240.0,14.0,0.0026418,0.099083,0.8348430
-10.0,-240.0,16.0,0.0019676,0.10513727,0.8690719
-10.0,-240.0,18.0,0.0007387,0.105980,0.9074921
-10.0,-240.0,20.0,-0.5707182,0.56503991,0.9475743
-10.0,-230.0,-20.0,0.5823362,-0.371774,0.9134646
-10.0,-230.0,-18.0,0.0088023,0.05922542,0.8582466
-10.0,-230.0,-16.0,0.0054944,0.030673,0.8352586
-10.0,-230.0,-14.0,0.0033037,0.01346864,0.8207136
-10.0,-230.0,-12.0,0.0018685,0.003178,0.8092721
-10.0,-230.0,-10.0,0.0009564,-0.00259256,0.7998028
-10.0,-230.0,-8.0,0.0004107,-0.005228,0.7920512
-10.0,-230.0,-6.0,0.0001181,-0.00565195,0.7859853
-10.0,-230.0,-4.0,-0.00000000,-0.004557,0.7816264
-10.0,-230.0,-2.0,-0.0000273,-0.00250903,0.7790000
-10.0,-230.0,0.0,-0.00000000,-0.000000,0.7781227
-10.0,-230.0,2.0,0.0000273,0.00250903,0.7790000
-10.0,-230.0,4.0,0.00000000,0.004557,0.7816264
-10.0,-230.0,6.0,-0.0001181,0.00565195,0.7859853
-10.0,-230.0,8.0,-0.0004107,0.005228,0.7920512
