E,t,x,y,z
455182.29498707724,7.391210712586872e-07,0.029026682287261903,0.08482223180355676,0.0012618258650702835
455182.29498707707,7.391806922211183e-07,0.02850033098327219,0.0850037367927562,0.0012669945867731013
455182.29498707654,7.392403131835494e-07,0.027972844138654286,0.08518191588399422,0.001272124128725847
455182.2949870762,7.392999341459806e-07,0.027444242771095008,0.08535676197771078,0.0012772142885001405
455182.2949870758,7.393595551084116e-07,0.02691454794268926,0.08552826810714888,0.001282264865236782
455182.2949870757,7.394191760708428e-07,0.026383780759100826,0.08569642743863219,0.0012872756596537548
455182.2949870751,7.394787970332739e-07,0.0258519623687214,0.08586123327183733,0.0012922464740541663
455182.29498707457,7.39538417995705e-07,0.025319113961827944,0.08602267904006078,0.0012971771123341247
455182.29498707416,7.395980389581362e-07,0.02478525676973835,0.08618075831048061,0.0013020673799905532
455182.29498707363,7.396576599205673e-07,0.024250412063965495,0.08633546478441276,0.0013069170841289392
455182.2949870733,7.397172808829984e-07,0.023714601155369663,0.08648679229756201,0.0013117260334710211
455182.2949870729,7.397769018454296e-07,0.023177845393309426,0.0866347348202676,0.0013164940383624095
455182.2949870725,7.398365228078607e-07,0.02264016616479098,0.08677928645774347,0.0013212209107801433
455182.2949870722,7.398961437702919e-07,0.02210158489361597,0.08692044145031315,0.0013259064643401821
455182.29498707165,7.399557647327229e-07,0.021562123039527877,0.08705819417363928,0.001330550514304833
455182.29498707125,7.40015385695154e-07,0.02102180209735694,0.08719253913894763,0.0013351528775901106
455182.2949870709,7.400750066575852e-07,0.020480643596163715,0.08732347099324592,0.0013397133727730322
455182.2949870704,7.401346276200163e-07,0.019938669098381226,0.08745098451953698,0.001344231820098847
455182.2949870702,7.401942485824474e-07,0.019395900198955828,0.08757507463702671,0.0013487080414881982
455182.2949870698,7.402538695448786e-07,0.01885235852448676,0.08769573640132651,0.0013531418605442183
455182.29498706927,7.403134905073097e-07,0.018308065732364424,0.08781296500465026,0.001357533102559558
455182.29498706886,7.403731114697409e-07,0.01776304350990746,0.0879267557760059,0.0013618815945233473
455182.29498706857,7.40432732432172e-07,0.0172173135734986,0.08803710418138154,0.001366187165128089
455182.294987068,7.40492353394603e-07,0.016670897667719398,0.08814400582392616,0.0013704496447764845
455182.29498706764,7.405519743570342e-07,0.016123817564483802,0.08824745644412474,0.0013746688655881913
455182.29498706723,7.406115953194653e-07,0.015576095062170666,0.088347451919968,0.0013788446614065122
455182.2949870669,7.406712162818964e-07,0.015027751984755193,0.08844398826711666,0.0013829768678050162
455452.33218506386,7.407308372443276e-07,0.014478743190148018,0.08853706153335479,0.001387065320665965
455777.8560696293,7.407904582067587e-07,0.013928956242999523,0.08862666705811836,0.0013911098461631688
456104.8815105853,7.408500791691899e-07,0.013378412393865488,0.08871279999844175,0.001395110267853495
456433.38579039194,7.40909700131621e-07,0.012827132931544326,0.08879545564561118,0.0013990664109542132
456763.345955569,7.409693210940521e-07,0.012275139182143182,0.08887462942540378,0.0014029781023510881
457094.73882021604,7.410289420564833e-07,0.011722452508253446,0.0889503168983204,0.0014068451706058306
457427.54096957244,7.410885630189144e-07,0.011169094308124496,0.0890225137598133,0.0014106674459634862
457761.7287636134,7.411481839813454e-07,0.010615086014835701,0.08909121584050843,0.0014144447603597616
458097.2783406843,7.412078049437766e-07,0.010060449095466717,0.08915641910642269,0.0014181769474282855
458434.16562116944,7.412674259062077e-07,0.00950520505026611,0.08921811965917582,0.0014218638425078063
458772.3663111991,7.413270468686389e-07,0.008949375411818334,0.08927631373619703,0.0014255052826493263
459111.8559063888,7.4138666783107e-07,0.008392981744209103,0.08933099771092645,0.0014291011066231698
459452.60969561717,7.414462887935011e-07,0.007836045642189184,0.08938216809301126,0.0014326511549259877
459794.6027648331,7.415059097559323e-07,0.007278588730336643,0.0894298215284965,0.0014361552697876962
460137.81000090094,7.415655307183634e-07,0.0067206326622175775,0.08947395480001066,0.0014396132951783505
460482.20609547483,7.416251516807945e-07,0.006162199119545376,0.08951456482694593,0.0014430250768149519
460827.7655489082,7.416847726432257e-07,0.00560330981133852,0.08955164866563313,0.0014463904621681892
461174.4626741931,7.417443936056567e-07,0.0050439864730769755,0.08958520350951134,0.0014497093004691148
461522.27160093095,7.418040145680878e-07,0.0044842508658572075,0.0896152266892922,0.0014529814427157522
461871.1662793347,7.41863635530519e-07,0.003924124775545837,0.08964171567311885,0.0014562067416796379
462221.12048426026,7.419232564929501e-07,0.0033636300119319843,0.08966466806671954,0.0014593850519122962
462572.1078192661,7.419828774553813e-07,0.0028027884078783323,0.0896840816135559,0.001462516229751645
462924.1017207033,7.420424984178124e-07,0.0022416218184709365,0.08969995419496582,0.0014656001333283363
